Season;Team;Player;Matches_Played;Goals;Assists;Shots;Passes_Completed;Tackles;Yellow_Cards;Red_Cards;Minutes_Played;Offsides;Fouls;Clean_Sheets
2021/22;Paris Saint-Germain;Player_666;32;4;16;10;139;25;8;0;2103;11;9;3
2018/19;Liverpool;Player_667;7;0;6;19;750;21;5;1;1964;13;6;3
2019/20;Manchester United;Player_668;37;22;11;94;160;23;1;1;1645;4;4;8
2022/23;Juventus;Player_669;13;23;8;59;362;25;2;0;1475;13;2;13
2021/22;Manchester United;Player_670;25;12;14;29;598;19;7;0;675;0;8;0
2021/22;Paris Saint-Germain;Player_671;6;19;16;45;954;43;8;2;299;8;4;11
2022/23;Manchester United;Player_672;27;22;16;93;541;7;6;1;2754;3;0;1
2020/21;Chelsea;Player_673;33;4;4;63;471;31;6;2;976;14;4;13
2018/19;Chelsea;Player_674;29;16;14;15;966;38;3;1;3024;11;1;0
2016/17;Liverpool;Player_675;35;21;18;15;308;26;7;1;695;4;2;9
2017/18;Juventus;Player_676;33;1;17;44;291;36;4;1;224;4;6;5
2020/21;Liverpool;Player_677;21;14;9;36;670;8;8;2;2753;2;3;3
2018/19;Barcelona;Player_678;33;17;10;77;341;40;3;2;921;13;0;8
2021/22;Manchester United;Player_679;10;20;1;38;793;28;8;1;2911;13;1;11
2021/22;Liverpool;Player_680;18;28;18;56;426;10;7;0;1179;4;1;9
2019/20;Barcelona;Player_681;9;12;14;11;368;10;8;1;1181;10;0;4
2018/19;Manchester United;Player_682;33;20;19;25;398;12;8;0;1493;14;5;8
2019/20;Manchester United;Player_683;30;1;18;42;791;31;5;0;151;0;0;6
2018/19;Real Madrid;Player_684;4;23;6;86;923;43;1;0;2380;9;4;9
2022/23;Bayern Munich;Player_685;4;21;13;79;229;24;4;1;434;2;9;6
2016/17;Manchester United;Player_686;34;14;9;75;778;22;9;1;1655;11;0;1
2017/18;Chelsea;Player_687;23;3;10;93;112;16;2;2;1574;4;0;8
2018/19;Manchester United;Player_688;21;15;16;83;131;6;0;0;717;4;8;8
2018/19;Manchester United;Player_689;22;15;9;63;101;36;2;1;966;10;3;7
2019/20;Real Madrid;Player_690;11;9;10;20;863;38;7;0;439;14;9;2
2021/22;Paris Saint-Germain;Player_691;14;23;17;90;658;49;7;0;3471;13;1;2
2021/22;Bayern Munich;Player_692;30;29;14;38;472;22;8;0;1183;4;8;4
2016/17;Juventus;Player_693;4;27;14;13;313;25;2;2;630;2;1;13
2019/20;Chelsea;Player_694;9;22;11;27;784;10;0;1;3484;9;3;1
2017/18;Liverpool;Player_695;31;23;18;56;350;28;7;0;1469;0;9;10
2017/18;Real Madrid;Player_696;33;7;16;59;340;36;4;1;152;14;3;11
2019/20;Barcelona;Player_697;20;1;5;80;963;19;4;0;1028;3;7;2
2018/19;Barcelona;Player_698;36;25;5;27;482;45;3;2;871;10;8;13
2018/19;Juventus;Player_699;6;10;7;87;527;29;0;2;1508;0;4;5
2021/22;Liverpool;Player_700;20;3;19;13;501;28;8;2;2152;3;8;12
2020/21;Barcelona;Player_701;1;27;1;54;672;22;8;2;1722;10;1;8
2019/20;Chelsea;Player_702;12;12;8;72;387;33;1;0;1549;10;3;1
2020/21;Paris Saint-Germain;Player_703;31;5;6;91;538;26;7;0;1564;1;1;14
2021/22;Liverpool;Player_704;29;22;14;69;170;49;7;0;3415;3;9;9
2019/20;Bayern Munich;Player_705;1;1;3;52;304;25;6;0;3233;5;1;4
2019/20;Paris Saint-Germain;Player_706;2;3;10;93;265;37;6;0;1791;11;1;2
2022/23;Manchester United;Player_707;8;3;9;52;976;30;4;1;1156;11;4;13
2021/22;Manchester United;Player_708;15;24;3;58;777;23;6;0;2646;2;0;1
2020/21;Manchester United;Player_709;24;20;17;83;180;11;0;0;1172;1;8;2
2018/19;Bayern Munich;Player_710;32;14;9;71;214;40;4;1;1811;1;2;7
2017/18;Paris Saint-Germain;Player_711;26;23;14;21;183;7;0;1;3528;9;0;0
2022/23;Paris Saint-Germain;Player_712;4;20;19;50;550;47;0;2;1134;8;2;3
2020/21;Real Madrid;Player_713;2;10;0;78;706;8;8;0;3137;8;2;11
2019/20;Chelsea;Player_714;31;10;7;59;413;37;1;2;2852;3;9;14
2017/18;Bayern Munich;Player_715;24;2;2;80;453;41;6;1;2324;9;0;7
2019/20;Liverpool;Player_716;8;18;10;87;961;42;9;1;2890;5;0;7
2021/22;Chelsea;Player_717;34;28;9;71;253;42;9;2;2541;8;3;9
2021/22;Barcelona;Player_718;29;29;8;25;764;36;4;1;2396;7;0;12
2020/21;Liverpool;Player_719;18;26;1;81;767;49;8;0;1948;10;5;6
2016/17;Chelsea;Player_720;10;6;16;97;343;46;4;0;1793;6;3;0
2020/21;Bayern Munich;Player_721;4;26;2;47;924;45;1;1;3387;8;6;5
2022/23;Real Madrid;Player_722;14;5;4;60;855;28;8;0;2895;2;6;13
2016/17;Juventus;Player_723;3;29;7;96;819;38;6;1;2469;0;8;10
2017/18;Liverpool;Player_724;8;26;6;88;287;41;4;0;357;9;3;12
2021/22;Chelsea;Player_725;30;3;12;55;407;46;4;1;2050;1;8;6
2019/20;Liverpool;Player_726;5;0;19;56;156;38;9;0;2495;6;0;3
2019/20;Liverpool;Player_727;22;27;14;41;479;11;9;2;2267;5;0;9
2020/21;Barcelona;Player_728;27;13;5;70;815;32;6;0;3282;10;3;2
2022/23;Bayern Munich;Player_729;13;27;13;69;521;38;4;0;3340;9;3;13
2016/17;Manchester United;Player_730;16;10;10;71;703;24;9;2;1329;7;8;6
2016/17;Paris Saint-Germain;Player_731;29;10;7;68;452;32;6;1;3162;3;6;13
2016/17;Paris Saint-Germain;Player_732;36;12;5;57;704;34;9;0;2777;6;0;6
2019/20;Juventus;Player_733;4;10;8;45;969;38;0;2;1864;14;3;13
2018/19;Juventus;Player_734;16;18;4;83;904;22;7;1;645;4;4;9
2016/17;Paris Saint-Germain;Player_735;37;1;11;90;280;17;4;2;1082;6;8;12
2021/22;Manchester United;Player_736;13;11;15;94;418;9;1;0;1043;13;1;13
2019/20;Juventus;Player_737;5;12;10;82;146;6;4;0;2249;12;5;0
2016/17;Chelsea;Player_738;9;6;13;20;150;12;4;0;3083;4;6;13
2018/19;Chelsea;Player_739;19;6;8;47;437;44;6;2;2329;6;6;10
2020/21;Paris Saint-Germain;Player_740;31;27;16;64;935;10;4;1;3088;5;4;10
2018/19;Liverpool;Player_741;8;14;13;33;444;18;4;2;2414;4;1;9
2022/23;Liverpool;Player_742;30;26;5;47;193;9;0;0;2017;7;0;13
2019/20;Chelsea;Player_743;38;7;8;12;325;42;5;1;1822;7;1;8
2016/17;Chelsea;Player_744;25;15;8;61;607;33;7;0;258;9;7;7
2019/20;Chelsea;Player_745;18;5;11;35;432;42;1;2;1008;2;6;11
2020/21;Liverpool;Player_746;30;5;5;95;486;26;3;2;2643;3;8;9
2022/23;Manchester United;Player_747;33;15;16;21;111;11;0;2;1661;4;9;1
2016/17;Real Madrid;Player_748;12;5;1;31;550;27;7;1;3337;10;4;11
2019/20;Liverpool;Player_749;21;22;4;80;631;29;7;2;401;1;5;6
2018/19;Paris Saint-Germain;Player_750;7;7;4;36;646;48;3;1;673;2;6;7
2022/23;Manchester United;Player_751;26;23;14;74;828;38;3;1;1676;12;3;13
2017/18;Barcelona;Player_752;8;2;0;22;973;44;2;1;3501;14;6;12
2017/18;Juventus;Player_753;14;8;12;86;547;41;0;2;3562;5;4;4
2018/19;Manchester United;Player_754;12;4;4;83;875;26;7;2;1531;4;0;2
2021/22;Chelsea;Player_755;7;7;13;23;946;15;7;0;682;2;7;14
2018/19;Juventus;Player_756;21;22;1;30;229;40;6;2;1376;10;4;6
2017/18;Manchester United;Player_757;29;1;14;85;417;10;3;2;2254;2;5;14
2019/20;Bayern Munich;Player_758;37;4;9;94;241;47;1;2;2758;6;1;9
2019/20;Paris Saint-Germain;Player_759;39;19;1;84;912;5;1;1;1120;6;9;11
2021/22;Juventus;Player_760;20;16;13;30;466;11;8;0;1715;11;4;5
2019/20;Chelsea;Player_761;13;16;6;56;402;49;6;2;3556;1;9;8
2018/19;Juventus;Player_762;19;3;13;87;472;26;2;2;1842;9;5;13
2017/18;Juventus;Player_763;11;14;15;36;539;5;4;0;2650;10;2;1
2020/21;Chelsea;Player_764;34;29;11;51;266;26;6;0;2597;4;2;12
2018/19;Juventus;Player_765;30;19;4;92;269;9;2;1;1157;7;1;2
2016/17;Juventus;Player_766;2;13;8;32;389;34;7;0;3098;11;0;5
2017/18;Liverpool;Player_767;39;28;7;74;481;48;8;1;2417;0;7;0
2021/22;Juventus;Player_768;10;29;5;20;850;5;8;0;439;0;5;0
2020/21;Barcelona;Player_769;36;28;18;39;272;46;3;1;1792;13;3;1
2020/21;Real Madrid;Player_770;25;3;8;91;305;35;4;0;790;6;2;9
2021/22;Manchester United;Player_771;7;26;14;11;392;48;9;0;3513;0;4;9
2022/23;Bayern Munich;Player_772;4;17;19;58;526;34;1;2;495;4;1;7
2018/19;Chelsea;Player_773;20;9;14;55;874;15;6;2;2058;12;2;14
2022/23;Juventus;Player_774;6;28;12;34;538;35;0;1;2330;3;2;10
2016/17;Manchester United;Player_775;6;3;9;79;849;27;5;2;2665;5;3;11
2022/23;Liverpool;Player_776;25;15;6;48;701;28;7;0;3071;7;5;10
2018/19;Chelsea;Player_777;22;14;10;85;449;44;6;2;1578;0;7;11
2021/22;Liverpool;Player_778;29;12;7;25;223;14;1;0;2754;14;6;5
2021/22;Real Madrid;Player_779;10;25;15;20;945;33;1;1;1818;3;9;14
2017/18;Real Madrid;Player_780;7;18;0;75;514;19;6;0;461;9;8;3
2017/18;Juventus;Player_781;16;5;8;21;531;29;5;2;1701;14;0;3
2016/17;Manchester United;Player_782;10;21;7;21;940;37;7;2;2098;12;0;1
2017/18;Bayern Munich;Player_783;35;27;4;33;983;46;1;2;2337;1;8;14
2016/17;Paris Saint-Germain;Player_784;28;6;0;34;840;35;0;0;3480;6;1;2
2020/21;Real Madrid;Player_785;1;26;4;50;220;18;0;2;3303;3;3;0
2020/21;Barcelona;Player_786;16;10;3;51;922;38;6;0;784;9;2;11
2018/19;Liverpool;Player_787;17;7;16;11;782;28;7;0;1507;11;3;2
2016/17;Juventus;Player_788;38;22;18;58;813;11;6;2;1986;13;8;9
2016/17;Bayern Munich;Player_789;16;25;19;46;829;7;9;2;1795;14;3;8
2018/19;Paris Saint-Germain;Player_790;22;24;9;81;550;20;2;0;1388;13;9;9
2022/23;Real Madrid;Player_791;18;19;4;99;538;40;0;0;142;3;1;14
2016/17;Liverpool;Player_792;5;10;6;70;219;39;6;1;1523;10;7;0
2017/18;Manchester United;Player_793;9;29;9;84;567;32;1;0;196;3;4;14
2019/20;Real Madrid;Player_794;7;18;3;67;608;34;6;2;1436;8;0;14
2018/19;Chelsea;Player_795;4;26;7;64;571;45;0;0;2353;10;4;12
2022/23;Bayern Munich;Player_796;15;2;17;92;184;19;7;0;2495;14;3;7
2020/21;Liverpool;Player_797;5;15;1;65;256;17;4;2;376;14;2;13
2018/19;Bayern Munich;Player_798;14;1;6;98;283;38;8;2;397;11;9;10
2020/21;Liverpool;Player_799;34;7;2;88;960;45;8;2;1238;9;4;14
2016/17;Barcelona;Player_800;22;17;11;11;193;38;9;1;1386;2;2;13
2016/17;Paris Saint-Germain;Player_801;31;13;10;38;306;39;5;2;1357;8;9;5
2022/23;Barcelona;Player_802;8;18;12;58;370;15;8;1;1723;11;7;7
2020/21;Manchester United;Player_803;12;2;15;23;680;34;4;1;3374;1;2;0
2016/17;Manchester United;Player_804;39;19;10;26;436;45;7;0;233;5;8;11
2016/17;Barcelona;Player_805;16;3;18;84;243;6;3;2;479;0;1;6
2016/17;Liverpool;Player_806;31;28;14;44;811;15;9;1;3382;6;3;5
2019/20;Liverpool;Player_807;1;1;2;78;680;40;9;2;556;2;4;0
2016/17;Liverpool;Player_808;6;7;9;59;341;5;5;1;1992;3;0;12
2018/19;Real Madrid;Player_809;30;12;9;52;474;12;8;1;1456;9;8;2
2020/21;Real Madrid;Player_810;35;21;6;22;325;37;2;2;3385;6;0;7
2019/20;Juventus;Player_811;12;24;16;15;831;41;8;2;1853;5;2;14
2020/21;Juventus;Player_812;12;10;2;66;916;41;5;0;1024;11;5;12
2020/21;Chelsea;Player_813;27;14;14;51;184;9;4;0;2271;8;9;13
2022/23;Chelsea;Player_814;38;6;18;52;234;18;3;2;1906;0;0;1
2021/22;Bayern Munich;Player_815;14;25;9;75;420;21;9;0;575;7;9;5
2016/17;Barcelona;Player_816;4;24;14;99;505;8;2;0;1929;14;6;5
2018/19;Manchester United;Player_817;28;18;12;33;521;18;1;0;2027;1;9;0
2020/21;Bayern Munich;Player_818;2;21;0;10;389;7;0;2;3266;11;8;5
2021/22;Barcelona;Player_819;37;24;5;98;372;27;2;2;147;8;7;14
2018/19;Liverpool;Player_820;23;4;9;98;125;13;4;0;1701;2;8;9
2020/21;Liverpool;Player_821;10;26;19;19;687;23;3;1;3238;4;3;2
2020/21;Juventus;Player_822;36;21;17;14;240;6;7;2;1996;14;5;0
2019/20;Liverpool;Player_823;20;15;11;94;593;44;0;0;1106;6;2;6
2022/23;Manchester United;Player_824;36;0;10;22;433;15;7;0;3037;5;9;11
2021/22;Paris Saint-Germain;Player_825;16;28;13;31;266;20;3;0;151;5;5;8
2019/20;Real Madrid;Player_826;31;8;1;61;136;18;2;0;2994;7;6;7
2016/17;Barcelona;Player_827;24;19;11;65;361;39;4;0;2624;11;1;5
2016/17;Bayern Munich;Player_828;22;18;10;23;142;45;9;1;1747;4;2;10
2019/20;Manchester United;Player_829;4;29;5;98;517;43;1;2;3509;2;9;11
2016/17;Juventus;Player_830;18;24;19;11;320;7;7;1;1435;5;4;10
2018/19;Juventus;Player_831;36;25;7;20;757;36;1;1;2589;12;7;4
2017/18;Paris Saint-Germain;Player_832;17;23;16;59;314;26;2;2;2825;14;8;10
2016/17;Paris Saint-Germain;Player_833;5;15;11;84;418;31;9;0;644;2;0;13
2016/17;Paris Saint-Germain;Player_834;22;23;5;93;670;33;7;2;3215;10;1;6
2019/20;Liverpool;Player_835;4;1;4;90;308;39;9;1;175;8;5;5
2022/23;Barcelona;Player_836;13;13;18;80;399;39;3;1;763;11;8;2
2018/19;Paris Saint-Germain;Player_837;32;25;10;21;868;48;3;0;2166;10;9;12
2017/18;Chelsea;Player_838;31;14;18;29;760;36;7;0;1056;3;3;6
2020/21;Paris Saint-Germain;Player_839;25;11;4;59;553;31;6;0;2706;0;7;9
2019/20;Paris Saint-Germain;Player_840;19;28;2;91;643;17;1;1;2762;0;2;6
2020/21;Barcelona;Player_841;33;18;9;92;909;29;1;2;333;8;8;10
2019/20;Chelsea;Player_842;6;22;13;73;566;38;7;1;2293;13;7;8
2019/20;Bayern Munich;Player_843;9;25;4;57;823;30;0;2;1678;2;2;5
2021/22;Barcelona;Player_844;34;28;16;70;309;49;7;0;852;4;4;10
2022/23;Barcelona;Player_845;31;29;4;55;415;47;9;0;2011;8;6;8
2017/18;Chelsea;Player_846;5;6;17;67;152;24;0;1;110;9;2;7
2016/17;Manchester United;Player_847;18;8;1;18;540;46;6;0;2396;13;8;13
2021/22;Barcelona;Player_848;6;3;19;84;556;18;4;2;1358;7;8;13
2017/18;Paris Saint-Germain;Player_849;14;0;11;44;209;45;2;0;1200;10;0;10
2019/20;Paris Saint-Germain;Player_850;37;0;19;55;594;33;0;1;2400;11;0;6
2016/17;Chelsea;Player_851;22;10;1;35;847;29;1;0;3515;9;9;7
2020/21;Paris Saint-Germain;Player_852;26;13;14;11;507;30;9;1;3383;4;2;14
2019/20;Liverpool;Player_853;10;21;5;94;680;25;7;1;1112;7;8;2
2016/17;Juventus;Player_854;39;24;2;39;988;37;3;1;1032;1;2;14
2020/21;Barcelona;Player_855;1;5;18;91;546;8;8;0;688;9;7;9
2019/20;Juventus;Player_856;4;4;15;47;128;47;2;0;826;2;1;7
2021/22;Chelsea;Player_857;21;4;5;98;355;32;8;0;2728;2;4;3
2017/18;Bayern Munich;Player_858;31;4;1;24;232;27;1;2;2040;14;5;14
2020/21;Manchester United;Player_859;11;10;12;56;187;45;2;0;899;5;2;1
2017/18;Manchester United;Player_860;16;15;16;37;849;35;4;0;986;4;5;13
2020/21;Chelsea;Player_861;21;1;3;92;964;8;9;2;1051;10;3;1
2017/18;Juventus;Player_862;32;29;8;24;991;23;8;1;1720;8;1;13
2018/19;Paris Saint-Germain;Player_863;14;21;10;16;552;27;7;1;1401;4;5;12
2022/23;Manchester United;Player_864;17;20;9;83;297;39;1;1;1536;3;8;10
2018/19;Juventus;Player_865;5;21;18;22;978;48;3;2;2201;5;2;0
2018/19;Paris Saint-Germain;Player_866;36;22;6;40;485;33;1;2;291;4;1;6
2022/23;Juventus;Player_867;20;23;16;74;840;28;5;1;563;7;1;4
2019/20;Chelsea;Player_868;24;8;3;22;609;25;3;1;3190;14;8;11
2017/18;Juventus;Player_869;3;4;4;85;508;49;2;0;1490;7;7;13
2022/23;Manchester United;Player_870;26;17;8;72;174;12;7;1;464;1;2;9
2020/21;Chelsea;Player_871;3;22;5;27;317;26;8;0;1150;2;6;10
2019/20;Paris Saint-Germain;Player_872;32;22;7;19;662;18;2;1;2786;3;9;13
2021/22;Liverpool;Player_873;5;10;12;69;878;42;5;2;365;7;5;7
2021/22;Paris Saint-Germain;Player_874;39;8;5;64;556;35;9;1;2300;1;2;14
2022/23;Liverpool;Player_875;34;16;2;82;808;5;1;1;3107;13;2;4
2022/23;Liverpool;Player_876;12;1;17;12;393;5;7;0;548;14;7;1
2016/17;Paris Saint-Germain;Player_877;9;19;6;19;741;48;2;2;3299;12;0;8
2016/17;Real Madrid;Player_878;10;5;15;76;955;39;4;1;2773;11;3;6
2019/20;Real Madrid;Player_879;30;4;9;42;485;49;1;1;1660;7;9;9
2016/17;Liverpool;Player_880;5;14;19;26;400;49;5;1;2987;4;8;7
2019/20;Paris Saint-Germain;Player_881;4;5;15;16;830;47;5;2;216;12;1;6
2018/19;Barcelona;Player_882;38;10;14;50;841;15;9;1;1557;10;3;10
2017/18;Manchester United;Player_883;26;18;12;45;647;31;3;1;2242;12;9;14
2021/22;Bayern Munich;Player_884;15;17;8;10;967;30;0;2;2830;5;1;8
2017/18;Liverpool;Player_885;4;20;16;64;440;28;1;1;1511;7;1;11
2019/20;Liverpool;Player_886;37;18;3;97;270;12;1;0;578;2;2;0
2020/21;Manchester United;Player_887;28;27;7;34;600;17;5;2;2813;11;1;2
2019/20;Manchester United;Player_888;31;1;7;72;675;6;8;2;1981;11;8;2
2022/23;Paris Saint-Germain;Player_889;19;23;7;96;595;41;0;2;1524;8;2;14
2018/19;Liverpool;Player_890;38;10;13;87;910;42;6;1;2276;12;0;5
2016/17;Real Madrid;Player_891;22;1;13;65;907;7;1;0;3407;7;7;5
2021/22;Bayern Munich;Player_892;13;28;5;34;788;22;0;2;751;0;2;14
2017/18;Chelsea;Player_893;34;4;3;84;727;9;5;0;2741;4;5;8
2017/18;Liverpool;Player_894;27;26;4;53;706;31;9;0;345;11;8;5
2022/23;Chelsea;Player_895;11;9;6;63;830;48;4;0;3006;3;8;12
2022/23;Manchester United;Player_896;5;18;16;45;374;39;7;2;1044;8;7;4
2022/23;Manchester United;Player_897;30;14;17;15;481;44;7;1;599;3;2;0
2021/22;Paris Saint-Germain;Player_898;30;19;6;65;101;45;8;1;2179;0;3;10
2017/18;Liverpool;Player_899;4;6;16;81;687;47;6;0;3163;7;2;12
2022/23;Real Madrid;Player_900;32;16;6;93;388;30;8;0;1601;5;5;0
2022/23;Liverpool;Player_901;9;9;7;11;203;6;1;2;3213;2;5;4
2018/19;Chelsea;Player_902;39;8;10;14;929;29;1;0;3485;10;5;8
2018/19;Chelsea;Player_903;2;16;7;55;172;10;9;1;2716;7;7;7
2018/19;Chelsea;Player_904;9;21;13;54;737;44;2;1;2541;9;7;0
2019/20;Chelsea;Player_905;36;20;16;14;605;48;8;0;1467;0;3;10
2018/19;Barcelona;Player_906;37;26;1;84;987;47;5;1;3183;12;3;10
2016/17;Barcelona;Player_907;3;22;10;71;195;18;0;2;2236;4;8;10
2018/19;Liverpool;Player_908;33;27;6;95;829;8;5;2;1788;7;6;4
2021/22;Real Madrid;Player_909;7;2;19;40;505;26;6;2;1499;9;8;6
2019/20;Bayern Munich;Player_910;22;8;8;90;357;37;0;2;3240;2;7;12
2016/17;Real Madrid;Player_911;17;14;8;34;956;16;9;2;3444;1;6;2
2019/20;Liverpool;Player_912;1;26;16;80;851;21;7;0;359;11;3;7
2019/20;Bayern Munich;Player_913;32;24;5;52;277;22;1;0;2142;9;0;6
2017/18;Paris Saint-Germain;Player_914;26;17;15;28;112;49;2;0;3041;1;3;3
2020/21;Liverpool;Player_915;22;25;19;38;254;33;0;2;2476;7;0;0
2019/20;Liverpool;Player_916;12;29;6;19;815;26;4;1;1711;9;8;13
2019/20;Manchester United;Player_917;30;8;18;15;368;38;7;0;1427;6;9;12
2020/21;Liverpool;Player_918;17;0;0;60;820;14;0;0;2973;2;7;12
2019/20;Liverpool;Player_919;24;28;10;13;797;49;4;0;2438;0;7;9
2019/20;Chelsea;Player_920;15;26;13;55;503;22;6;2;1914;1;6;3
2019/20;Bayern Munich;Player_921;20;13;12;36;811;12;9;1;854;10;9;11
2017/18;Chelsea;Player_922;9;28;1;76;658;29;1;0;2907;2;4;2
2017/18;Chelsea;Player_923;36;15;6;52;713;31;5;1;1389;2;6;2
2018/19;Juventus;Player_924;26;12;12;99;613;9;4;0;107;6;3;3
2022/23;Liverpool;Player_925;25;22;17;93;173;9;6;1;2881;9;0;13
2018/19;Paris Saint-Germain;Player_926;19;24;3;56;160;44;7;0;2829;11;0;14
2022/23;Juventus;Player_927;31;20;4;64;367;30;2;0;1744;4;7;10
2021/22;Barcelona;Player_928;35;0;8;93;288;23;9;0;2212;13;7;11
2020/21;Paris Saint-Germain;Player_929;11;23;0;48;915;28;3;1;3018;11;6;6
2016/17;Real Madrid;Player_930;33;19;17;20;183;6;2;2;1327;3;5;0
2017/18;Juventus;Player_931;25;22;19;76;729;34;4;2;298;9;1;1
2020/21;Barcelona;Player_932;32;9;11;50;119;33;9;2;2718;12;7;9
2021/22;Manchester United;Player_933;32;15;17;55;377;34;2;2;3085;13;5;14
2020/21;Chelsea;Player_934;22;8;12;52;542;12;7;2;1079;6;1;3
2018/19;Bayern Munich;Player_935;24;6;14;51;934;26;8;2;357;6;3;13
2018/19;Liverpool;Player_936;25;19;13;47;624;45;6;0;1889;8;9;5
2021/22;Chelsea;Player_937;2;8;19;25;108;23;4;1;3297;11;2;3
2022/23;Juventus;Player_938;8;19;19;28;205;21;7;1;2514;8;0;9
2017/18;Barcelona;Player_939;27;16;12;97;992;24;3;0;3584;8;3;14
2022/23;Barcelona;Player_940;16;18;14;91;447;12;8;0;2793;12;7;8
2018/19;Juventus;Player_941;30;16;5;38;841;5;6;0;2801;1;7;3
2020/21;Liverpool;Player_942;36;11;4;48;686;41;4;0;1686;4;9;2
2016/17;Manchester United;Player_943;17;18;16;52;559;22;7;1;780;2;9;7
2022/23;Liverpool;Player_944;27;0;1;49;486;13;8;0;1870;4;6;1
2021/22;Liverpool;Player_945;6;26;0;86;952;26;2;0;1084;1;7;4
2017/18;Manchester United;Player_946;13;18;12;43;377;13;7;0;239;3;0;0
2017/18;Bayern Munich;Player_947;11;0;13;35;599;32;3;1;1534;0;7;1
2022/23;Paris Saint-Germain;Player_948;21;16;17;73;335;17;5;1;3442;7;3;12
2021/22;Paris Saint-Germain;Player_949;39;6;19;34;693;21;9;1;3525;6;0;6
2019/20;Paris Saint-Germain;Player_950;29;7;3;94;648;11;5;1;2065;13;1;4
2016/17;Bayern Munich;Player_951;33;15;7;74;126;28;9;0;144;4;5;12
2017/18;Chelsea;Player_952;18;22;0;78;905;13;6;2;534;0;0;4
2018/19;Manchester United;Player_953;6;23;2;42;381;49;1;1;2903;0;7;0
2020/21;Real Madrid;Player_954;16;17;19;74;947;34;5;1;707;6;1;3
2018/19;Paris Saint-Germain;Player_955;22;24;12;74;483;47;6;2;293;10;3;7
2019/20;Real Madrid;Player_956;5;19;12;37;298;12;0;2;3214;12;4;5
2022/23;Liverpool;Player_957;11;5;17;94;729;10;7;1;234;6;8;13
2019/20;Liverpool;Player_958;6;4;1;23;450;44;9;0;608;10;7;11
2022/23;Liverpool;Player_959;21;1;6;43;241;14;9;1;2035;5;4;11
2018/19;Liverpool;Player_960;6;16;6;72;746;43;4;0;2402;1;3;1
2020/21;Manchester United;Player_961;17;12;1;73;401;41;6;2;1675;14;2;1
2021/22;Barcelona;Player_962;13;27;19;51;384;17;0;2;3360;14;5;8
2017/18;Paris Saint-Germain;Player_963;31;7;14;88;901;21;7;0;705;11;1;8
2017/18;Paris Saint-Germain;Player_964;24;27;0;74;282;8;2;2;3512;7;2;11
2017/18;Paris Saint-Germain;Player_965;11;7;0;77;882;7;0;2;2587;1;0;7
2018/19;Manchester United;Player_966;37;14;8;98;149;44;7;0;558;3;8;0
2018/19;Real Madrid;Player_967;5;2;2;92;714;28;7;0;1765;10;3;12
2019/20;Barcelona;Player_968;37;23;19;42;348;44;5;1;2585;11;3;0
2021/22;Bayern Munich;Player_969;30;13;7;74;598;18;5;2;1916;6;1;14
2017/18;Liverpool;Player_970;33;24;2;45;562;19;5;2;3437;12;0;2
2019/20;Manchester United;Player_971;10;29;12;75;921;42;3;0;578;6;3;6
2022/23;Barcelona;Player_972;13;29;10;74;635;33;1;0;1428;0;0;5
2020/21;Manchester United;Player_973;8;20;6;50;844;26;4;0;1601;5;2;13
2016/17;Paris Saint-Germain;Player_974;29;5;13;73;958;24;5;1;2471;1;3;0
2022/23;Real Madrid;Player_975;4;1;15;29;108;47;4;2;1857;13;4;10
2018/19;Barcelona;Player_976;23;25;4;49;239;9;3;1;510;12;7;11
2016/17;Manchester United;Player_977;19;8;15;41;385;36;6;2;532;7;9;8
2016/17;Bayern Munich;Player_978;7;1;14;33;862;20;8;1;3591;2;5;7
2016/17;Real Madrid;Player_979;9;3;13;68;498;36;7;1;924;14;5;5
2019/20;Manchester United;Player_980;5;4;12;40;950;22;0;0;945;5;7;11
2022/23;Barcelona;Player_981;30;20;13;91;596;22;2;2;1168;0;9;7
2022/23;Real Madrid;Player_982;24;16;19;53;159;11;0;1;2729;12;3;13
2018/19;Liverpool;Player_983;29;15;10;93;800;13;4;2;450;3;0;4
2020/21;Juventus;Player_984;32;11;2;60;389;38;8;1;870;2;9;12
2016/17;Chelsea;Player_985;34;17;11;56;316;44;8;1;1614;2;1;8
2020/21;Barcelona;Player_986;11;14;15;94;166;15;7;0;2360;13;1;4
2016/17;Bayern Munich;Player_987;1;4;7;53;773;44;6;2;1349;13;6;2
2018/19;Manchester United;Player_988;14;2;17;68;276;47;7;0;818;10;4;12
2022/23;Liverpool;Player_989;20;20;0;91;105;39;4;1;2424;8;7;13
2022/23;Juventus;Player_990;15;10;12;52;215;28;1;1;2082;7;2;14
2019/20;Barcelona;Player_991;19;15;10;13;682;44;5;1;472;8;8;1
2022/23;Paris Saint-Germain;Player_992;36;27;17;17;739;42;3;0;1335;1;3;3
2017/18;Real Madrid;Player_993;39;16;8;89;874;14;6;2;985;0;0;6
2020/21;Paris Saint-Germain;Player_994;36;19;18;47;911;33;9;0;3172;12;3;1
2017/18;Bayern Munich;Player_995;17;14;1;77;392;39;8;0;849;3;5;2
2019/20;Liverpool;Player_996;26;28;7;38;282;34;1;1;430;1;9;14
2022/23;Barcelona;Player_997;23;20;17;74;153;26;8;0;939;4;9;14
2018/19;Real Madrid;Player_998;16;7;9;58;595;8;4;0;2134;4;0;11
2017/18;Real Madrid;Player_999;9;11;4;42;215;25;7;1;346;13;1;3
