Temporada;Equipo;Jugador;Partidos_Jugados;Goles;Asistencias;Disparos;Pases_completados;Tacles;Amarillas;Rojas;Minutos_jugados;Fueras_de_juego;Faltas;Porterias_a_cero
2018/19;Real Madrid;B. Ecuélé Manga;2;17;0;64;876;21;4;2;496;7;1;6
2016/17;Manchester United;N. Murru;32;27;6;67;875;39;6;1;3557;7;0;2
2020/21;Barcelona;G. Shinnie;12;5;10;60;278;36;0;2;234;9;1;5
2019/20;Bayern Munich;J. Stryger Larsen;39;1;12;93;698;32;3;0;1337;12;3;6
2018/19;Barcelona;A. Erokhin;10;2;8;47;132;28;3;0;3481;14;7;3
2021/22;Paris Saint-Germain;L. Robles;36;29;16;16;665;29;3;1;2742;14;1;14
2020/21;Chelsea;A. Ulmer;15;2;8;21;808;42;5;0;2449;2;2;6
2021/22;Chelsea;F. Castillo;13;14;18;91;644;6;2;1;400;5;0;13
2019/20;Paris Saint-Germain;I. Nestorovski;24;6;10;60;940;30;7;0;1441;12;8;2
2018/19;Juventus;M. Mount;28;8;2;69;980;39;1;0;1354;4;9;12
2018/19;Chelsea;O. Kayode;36;17;5;50;534;47;8;1;225;11;0;6
2016/17;Liverpool;Jadson Vidigal;9;23;1;79;418;14;7;2;2659;9;0;12
2018/19;Paris Saint-Germain;P. Verhaegh;14;28;0;93;422;45;0;0;515;13;6;0
2016/17;Paris Saint-Germain;L. Cavallini;8;12;4;48;431;5;6;2;3576;10;7;10
2017/18;Chelsea;J. Geis;30;8;5;24;159;29;4;1;3248;10;6;1
2020/21;Liverpool;R. van Wolfswinkel;34;17;19;59;568;16;7;0;1923;10;4;12
2022/23;Liverpool;K. Adams Nuhu;14;22;11;70;480;44;5;0;3513;12;9;13
2020/21;Manchester United;Kévin Rodrigues;10;15;1;42;346;36;2;0;1314;14;0;10
2017/18;Paris Saint-Germain;Ramalho;19;16;17;81;293;42;1;1;2249;1;1;7
2021/22;Barcelona;A. Semenov;19;19;4;69;445;12;2;1;92;5;9;14
2019/20;Liverpool;G. Charbonnier;1;20;17;35;132;40;0;2;305;8;4;9
2022/23;Liverpool;Luisinho;13;16;1;66;580;26;9;2;1281;10;1;5
2020/21;Real Madrid;E. Pieters;31;27;9;32;950;10;4;2;2864;2;8;13
2020/21;Manchester United;H. Wolf;18;16;14;22;315;43;2;2;1027;0;6;14
2018/19;Barcelona;J. Aidoo;35;0;8;94;894;47;0;2;1185;6;5;5
2021/22;Manchester United;Nicolás Formido;38;12;3;37;281;36;5;1;2042;11;8;14
2021/22;Real Madrid;D. Kourmpelis;24;16;0;96;781;22;2;2;1156;8;6;14
2017/18;Real Madrid;J. Vukovi?;23;7;7;93;410;31;8;2;2555;5;7;1
2016/17;Liverpool;J. Beausejour;5;3;0;34;409;36;3;2;3141;5;6;11
2017/18;Barcelona;M. Ostrzolek;3;25;12;94;946;42;4;1;1862;1;3;11
2021/22;Juventus;J. B?aszczykowski;16;16;7;70;156;14;6;0;1774;10;5;1
2017/18;Barcelona;D. Bouanga;29;23;3;35;397;45;7;1;469;2;2;13
2022/23;Juventus;R. Botta;13;18;12;13;890;15;2;1;2397;2;6;2
2021/22;Juventus;D. Lazovi?;33;25;13;87;419;28;1;0;272;5;6;1
2016/17;Liverpool;L. Markovi?;15;19;15;29;585;20;3;0;1883;3;9;5
2017/18;Real Madrid;Fábio Espinho;21;10;19;33;640;13;5;2;813;6;9;6
2020/21;Liverpool;Ruben Lima;33;14;19;97;617;28;5;1;2823;5;0;6
2021/22;Paris Saint-Germain;T. Usami;32;4;16;10;139;25;8;0;2103;11;9;3
2018/19;Liverpool;E. Room;7;0;6;19;750;21;5;1;1964;13;6;3
2019/20;Manchester United;K. Konaté;37;22;11;94;160;23;1;1;1645;4;4;8
2022/23;Juventus;Rubén Alcaraz;13;23;8;59;362;25;2;0;1475;13;2;13
2021/22;Manchester United;A. Nyom;25;12;14;29;598;19;7;0;675;0;8;0
2021/22;Paris Saint-Germain;Yuri Ribeiro;6;19;16;45;954;43;8;2;299;8;4;11
2022/23;Manchester United;M. Ekici;27;22;16;93;541;7;6;1;2754;3;0;1
2020/21;Chelsea;I. Sosa;33;4;4;63;471;31;6;2;976;14;4;13
2018/19;Chelsea;L. Melgarejo;29;16;14;15;966;38;3;1;3024;11;1;0
2016/17;Liverpool;William;35;21;18;15;308;26;7;1;695;4;2;9
2017/18;Juventus;M. Vydra;33;1;17;44;291;36;4;1;224;4;6;5
2020/21;Liverpool;Bebé;21;14;9;36;670;8;8;2;2753;2;3;3
2018/19;Barcelona;Adrián González;33;17;10;77;341;40;3;2;921;13;0;8
2021/22;Manchester United;C. Söyüncü;10;20;1;38;793;28;8;1;2911;13;1;11
2021/22;Liverpool;K. Iheanacho;18;28;18;56;426;10;7;0;1179;4;1;9
2019/20;Barcelona;M. Tisserand;9;12;14;11;368;10;8;1;1181;10;0;4
2018/19;Manchester United;A. Lozano;33;20;19;25;398;12;8;0;1493;14;5;8
2019/20;Manchester United;L. Waldschmidt;30;1;18;42;791;31;5;0;151;0;0;6
2018/19;Real Madrid;Adrianiscito;4;23;6;86;923;43;1;0;2380;9;4;9
2022/23;Bayern Munich;S. Grytebust;4;21;13;79;229;24;4;1;434;2;9;6
2016/17;Manchester United;I. Strini?;34;14;9;75;778;22;9;1;1655;11;0;1
2017/18;Chelsea;Pedro Rebocho;23;3;10;93;112;16;2;2;1574;4;0;8
2018/19;Manchester United;J. Mbakogu;21;15;16;83;131;6;0;0;717;4;8;8
2018/19;Manchester United;Dória;22;15;9;63;101;36;2;1;966;10;3;7
2019/20;Real Madrid;M. Ça??ran;11;9;10;20;863;38;7;0;439;14;9;2
2021/22;Paris Saint-Germain;K. Kamara;14;23;17;90;658;49;7;0;3471;13;1;2
2021/22;Bayern Munich;S. Bahoken;30;29;14;38;472;22;8;0;1183;4;8;4
2016/17;Juventus;B. Gibson;4;27;14;13;313;25;2;2;630;2;1;13
2019/20;Chelsea;Nacho;9;22;11;27;784;10;0;1;3484;9;3;1
2017/18;Liverpool;A. Cornelius;31;23;18;56;350;28;7;0;1469;0;9;10
2017/18;Real Madrid;M. Le Marchand;33;7;16;59;340;36;4;1;152;14;3;11
2019/20;Barcelona;P. Diop;20;1;5;80;963;19;4;0;1028;3;7;2
2018/19;Barcelona;S. Özbayrakl?;36;25;5;27;482;45;3;2;871;10;8;13
2018/19;Juventus;S. Davis;6;10;7;87;527;29;0;2;1508;0;4;5
2021/22;Liverpool;A. Baba;20;3;19;13;501;28;8;2;2152;3;8;12
2020/21;Barcelona;E. Zukanovi?;1;27;1;54;672;22;8;2;1722;10;1;8
2019/20;Chelsea;O. Niasse;12;12;8;72;387;33;1;0;1549;10;3;1
2020/21;Paris Saint-Germain;P. Mpoku;31;5;6;91;538;26;7;0;1564;1;1;14
2021/22;Liverpool;K. McDonald;29;22;14;69;170;49;7;0;3415;3;9;9
2019/20;Bayern Munich;Jesus Andradaldo;1;1;3;52;304;25;6;0;3233;5;1;4
2019/20;Paris Saint-Germain;S. Dzhanaev;2;3;10;93;265;37;6;0;1791;11;1;2
2022/23;Manchester United;M. Degenek;8;3;9;52;976;30;4;1;1156;11;4;13
2021/22;Manchester United;A. Tameze;15;24;3;58;777;23;6;0;2646;2;0;1
2020/21;Manchester United;Tiago Silva;24;20;17;83;180;11;0;0;1172;1;8;2
2018/19;Bayern Munich;E. Bauthéac;32;14;9;71;214;40;4;1;1811;1;2;7
2017/18;Paris Saint-Germain;Y. Ravet;26;23;14;21;183;7;0;1;3528;9;0;0
2022/23;Paris Saint-Germain;D. Toši?;4;20;19;50;550;47;0;2;1134;8;2;3
2020/21;Real Madrid;D. Padelli;2;10;0;78;706;8;8;0;3137;8;2;11
2019/20;Chelsea;B. Mensah;31;10;7;59;413;37;1;2;2852;3;9;14
2017/18;Bayern Munich;J. Biabiany;24;2;2;80;453;41;6;1;2324;9;0;7
2019/20;Liverpool;I. Ili?evi?;8;18;10;87;961;42;9;1;2890;5;0;7
2021/22;Chelsea;H. Barnes;34;28;9;71;253;42;9;2;2541;8;3;9
2021/22;Barcelona;C. Awaziem;29;29;8;25;764;36;4;1;2396;7;0;12
2020/21;Liverpool;Luna;18;26;1;81;767;49;8;0;1948;10;5;6
2016/17;Chelsea;A. Chedjou;10;6;16;97;343;46;4;0;1793;6;3;0
2020/21;Bayern Munich;Djavan;4;26;2;47;924;45;1;1;3387;8;6;5
2022/23;Real Madrid;A. Rebrov;14;5;4;60;855;28;8;0;2895;2;6;13
2016/17;Juventus;G. Margreitter;3;29;7;96;819;38;6;1;2469;0;8;10
2017/18;Liverpool;Salvi Sánchez;8;26;6;88;287;41;4;0;357;9;3;12
2021/22;Chelsea;Pietrson Mendes;30;3;12;55;407;46;4;1;2050;1;8;6
2019/20;Liverpool;M. Russ;5;0;19;56;156;38;9;0;2495;6;0;3
2019/20;Liverpool;H. Van Crombrugge;22;27;14;41;479;11;9;2;2267;5;0;9
2020/21;Barcelona;A. Barrada;27;13;5;70;815;32;6;0;3282;10;3;2
2022/23;Bayern Munich;K. Nakamura;13;27;13;69;521;38;4;0;3340;9;3;13
2016/17;Manchester United;A. Clayton;16;10;10;71;703;24;9;2;1329;7;8;6
2016/17;Paris Saint-Germain;T. Leibold;29;10;7;68;452;32;6;1;3162;3;6;13
2016/17;Paris Saint-Germain;V. Karavaev;36;12;5;57;704;34;9;0;2777;6;0;6
2019/20;Juventus;I. Fossum;4;10;8;45;969;38;0;2;1864;14;3;13
2018/19;Juventus;D. Bessa;16;18;4;83;904;22;7;1;645;4;4;9
2016/17;Paris Saint-Germain;N. Acevedo;37;1;11;90;280;17;4;2;1082;6;8;12
2021/22;Manchester United;S. Rybalka;13;11;15;94;418;9;1;0;1043;13;1;13
2019/20;Juventus;G. Di Lorenzo;5;12;10;82;146;6;4;0;2249;12;5;0
2016/17;Chelsea;H. Diallo;9;6;13;20;150;12;4;0;3083;4;6;13
2018/19;Chelsea;B. Fernández;19;6;8;47;437;44;6;2;2329;6;6;10
2020/21;Paris Saint-Germain;J. Basanta;31;27;16;64;935;10;4;1;3088;5;4;10
2018/19;Liverpool;S. Thioub;8;14;13;33;444;18;4;2;2414;4;1;9
2022/23;Liverpool;C. Adams;30;26;5;47;193;9;0;0;2017;7;0;13
2019/20;Chelsea;Jota;38;7;8;12;325;42;5;1;1822;7;1;8
2016/17;Chelsea;E. Crivelli;25;15;8;61;607;33;7;0;258;9;7;7
2019/20;Chelsea;Etxeita;18;5;11;35;432;42;1;2;1008;2;6;11
2020/21;Liverpool;D. Ciofani;30;5;5;95;486;26;3;2;2643;3;8;9
2022/23;Manchester United;M. Urruti;33;15;16;21;111;11;0;2;1661;4;9;1
2016/17;Real Madrid;Gerso;12;5;1;31;550;27;7;1;3337;10;4;11
2019/20;Liverpool;J. Šural;21;22;4;80;631;29;7;2;401;1;5;6
2018/19;Paris Saint-Germain;B. Celina;7;7;4;36;646;48;3;1;673;2;6;7
2022/23;Manchester United;S. Al Faraj;26;23;14;74;828;38;3;1;1676;12;3;13
2017/18;Barcelona;L. Majer;8;2;0;22;973;44;2;1;3501;14;6;12
2017/18;Juventus;J. St. Juste;14;8;12;86;547;41;0;2;3562;5;4;4
2018/19;Manchester United;M. Bolaños;12;4;4;83;875;26;7;2;1531;4;0;2
2021/22;Chelsea;R. Krishna;7;7;13;23;946;15;7;0;682;2;7;14
2018/19;Juventus;E. Goldaniga;21;22;1;30;229;40;6;2;1376;10;4;6
2017/18;Manchester United;Suk Hyun Jun;29;1;14;85;417;10;3;2;2254;2;5;14
2019/20;Bayern Munich;Míchel;37;4;9;94;241;47;1;2;2758;6;1;9
2019/20;Paris Saint-Germain;Álex Gallar;39;19;1;84;912;5;1;1;1120;6;9;11
2021/22;Juventus;Insua;20;16;13;30;466;11;8;0;1715;11;4;5
2019/20;Chelsea;Ignasi Miquel;13;16;6;56;402;49;6;2;3556;1;9;8
2018/19;Juventus;L. Bustamante;19;3;13;87;472;26;2;2;1842;9;5;13
2017/18;Juventus;E. Schelotto;11;14;15;36;539;5;4;0;2650;10;2;1
2020/21;Chelsea;Paulinho;34;29;11;51;266;26;6;0;2597;4;2;12
2018/19;Juventus;F. Hübner;30;19;4;92;269;9;2;1;1157;7;1;2
2016/17;Juventus;Castro;2;13;8;32;389;34;7;0;3098;11;0;5
2017/18;Liverpool;R. Aliendro;39;28;7;74;481;48;8;1;2417;0;7;0
2021/22;Juventus;M. Kanazaki;10;29;5;20;850;5;8;0;439;0;5;0
2020/21;Barcelona;S. Sunzu;36;28;18;39;272;46;3;1;1792;13;3;1
2020/21;Real Madrid;Y. Sanogo;25;3;8;91;305;35;4;0;790;6;2;9
2021/22;Manchester United;T. Minamino;7;26;14;11;392;48;9;0;3513;0;4;9
2022/23;Bayern Munich;S. Dioudis;4;17;19;58;526;34;1;2;495;4;1;7
2018/19;Chelsea;J. Al Hussien;20;9;14;55;874;15;6;2;2058;12;2;14
2022/23;Juventus;Raul García;6;28;12;34;538;35;0;1;2330;3;2;10
2016/17;Manchester United;S. Bertoli;6;3;9;79;849;27;5;2;2665;5;3;11
2022/23;Liverpool;J. Gélin;25;15;6;48;701;28;7;0;3071;7;5;10
2018/19;Chelsea;J. Miši?;22;14;10;85;449;44;6;2;1578;0;7;11
2021/22;Liverpool;Fabiano;29;12;7;25;223;14;1;0;2754;14;6;5
2021/22;Real Madrid;O. Mangala;10;25;15;20;945;33;1;1;1818;3;9;14
2017/18;Real Madrid;J. Toljan;7;18;0;75;514;19;6;0;461;9;8;3
2017/18;Juventus;J. Gandolfi;16;5;8;21;531;29;5;2;1701;14;0;3
2016/17;Manchester United;J. Lewis;10;21;7;21;940;37;7;2;2098;12;0;1
2017/18;Bayern Munich;J. Bo?il;35;27;4;33;983;46;1;2;2337;1;8;14
2016/17;Paris Saint-Germain;S. Clucas;28;6;0;34;840;35;0;0;3480;6;1;2
2020/21;Real Madrid;A. Grünwald;1;26;4;50;220;18;0;2;3303;3;3;0
2020/21;Barcelona;J. Poulsen;16;10;3;51;922;38;6;0;784;9;2;11
2018/19;Liverpool;C. Montes;17;7;16;11;782;28;7;0;1507;11;3;2
2016/17;Juventus;R. Meggiorini;38;22;18;58;813;11;6;2;1986;13;8;9
2016/17;Bayern Munich;N. Bungert;16;25;19;46;829;7;9;2;1795;14;3;8
2018/19;Paris Saint-Germain;C. Kouamé;22;24;9;81;550;20;2;0;1388;13;9;9
2022/23;Real Madrid;F. Meza;18;19;4;99;538;40;0;0;142;3;1;14
2016/17;Liverpool;A. Henríquez;5;10;6;70;219;39;6;1;1523;10;7;0
2017/18;Manchester United;Nélson Oliveira;9;29;9;84;567;32;1;0;196;3;4;14
2019/20;Real Madrid;E. Terranova;7;18;3;67;608;34;6;2;1436;8;0;14
2018/19;Chelsea;R. Emond;4;26;7;64;571;45;0;0;2353;10;4;12
2022/23;Bayern Munich;G. Hooper;15;2;17;92;184;19;7;0;2495;14;3;7
2020/21;Liverpool;L. Freeman;5;15;1;65;256;17;4;2;376;14;2;13
2018/19;Bayern Munich;Miguel Vieira;14;1;6;98;283;38;8;2;397;11;9;10
2020/21;Liverpool;A. Rispoli;34;7;2;88;960;45;8;2;1238;9;4;14
2016/17;Barcelona;N. Navarro;22;17;11;11;193;38;9;1;1386;2;2;13
2016/17;Paris Saint-Germain;A. Barboza;31;13;10;38;306;39;5;2;1357;8;9;5
2022/23;Barcelona;A. Maxim;8;18;12;58;370;15;8;1;1723;11;7;7
2020/21;Manchester United;O. John;12;2;15;23;680;34;4;1;3374;1;2;0
2016/17;Manchester United;A. Smithies;39;19;10;26;436;45;7;0;233;5;8;11
2016/17;Barcelona;P. Barrientos;16;3;18;84;243;6;3;2;479;0;1;6
2016/17;Liverpool;F. Rinaudo;31;28;14;44;811;15;9;1;3382;6;3;5
2019/20;Liverpool;L. Mazzitelli;1;1;2;78;680;40;9;2;556;2;4;0
2016/17;Liverpool;Eduardo;6;7;9;59;341;5;5;1;1992;3;0;12
2018/19;Real Madrid;G. Pazzini;30;12;9;52;474;12;8;1;1456;9;8;2
2020/21;Real Madrid;A. Bamba;35;21;6;22;325;37;2;2;3385;6;0;7
2019/20;Juventus;A. Mina;12;24;16;15;831;41;8;2;1853;5;2;14
2020/21;Juventus;I. Mbaye;12;10;2;66;916;41;5;0;1024;11;5;12
2020/21;Chelsea;M. Tekdemir;27;14;14;51;184;9;4;0;2271;8;9;13
2022/23;Chelsea;L. Burián;38;6;18;52;234;18;3;2;1906;0;0;1
2021/22;Bayern Munich;Michel Cruceiro;14;25;9;75;420;21;9;0;575;7;9;5
2016/17;Barcelona;Ricardo;4;24;14;99;505;8;2;0;1929;14;6;5
2018/19;Manchester United;Y. Gordillo;28;18;12;33;521;18;1;0;2027;1;9;0
2020/21;Bayern Munich;G. Peruzzi;2;21;0;10;389;7;0;2;3266;11;8;5
2021/22;Barcelona;Yu Hanchao;37;24;5;98;372;27;2;2;147;8;7;14
2018/19;Liverpool;K. Westwood;23;4;9;98;125;13;4;0;1701;2;8;9
2020/21;Liverpool;Evandro Rochedo;10;26;19;19;687;23;3;1;3238;4;3;2
2020/21;Juventus;Dani Pacheco;36;21;17;14;240;6;7;2;1996;14;5;0
2019/20;Liverpool;A. Ríos;20;15;11;94;593;44;0;0;1106;6;2;6
2022/23;Manchester United;D. Kadah;36;0;10;22;433;15;7;0;3037;5;9;11
2021/22;Paris Saint-Germain;A. Diakhaby;16;28;13;31;266;20;3;0;151;5;5;8
2019/20;Real Madrid;Juan Carlos;31;8;1;61;136;18;2;0;2994;7;6;7
2016/17;Barcelona;I. Success;24;19;11;65;361;39;4;0;2624;11;1;5
2016/17;Bayern Munich;S. Al Dawsari;22;18;10;23;142;45;9;1;1747;4;2;10
2019/20;Manchester United;A. Özbiliz;4;29;5;98;517;43;1;2;3509;2;9;11
2016/17;Juventus;G. Banguera;18;24;19;11;320;7;7;1;1435;5;4;10
2018/19;Juventus;K. Johnsson;36;25;7;20;757;36;1;1;2589;12;7;4
2017/18;Paris Saint-Germain;U. Demirok;17;23;16;59;314;26;2;2;2825;14;8;10
2016/17;Paris Saint-Germain;N. Asare;5;15;11;84;418;31;9;0;644;2;0;13
2016/17;Paris Saint-Germain;M. Pucciarelli;22;23;5;93;670;33;7;2;3215;10;1;6
2019/20;Liverpool;D. Fagundez;4;1;4;90;308;39;9;1;175;8;5;5
2022/23;Barcelona;W. Troost-Ekong;13;13;18;80;399;39;3;1;763;11;8;2
2018/19;Paris Saint-Germain;Paulinho;32;25;10;21;868;48;3;0;2166;10;9;12
2017/18;Chelsea;J. Foyth;31;14;18;29;760;36;7;0;1056;3;3;6
2020/21;Paris Saint-Germain;M. Linnes;25;11;4;59;553;31;6;0;2706;0;7;9
2019/20;Paris Saint-Germain;Serginho;19;28;2;91;643;17;1;1;2762;0;2;6
2020/21;Barcelona;Hélder Lopes;33;18;9;92;909;29;1;2;333;8;8;10
2019/20;Chelsea;E. Berg;6;22;13;73;566;38;7;1;2293;13;7;8
2019/20;Bayern Munich;R. Bengtsson;9;25;4;57;823;30;0;2;1678;2;2;5
2021/22;Barcelona;F. Forestieri;34;28;16;70;309;49;7;0;852;4;4;10
2022/23;Barcelona;K. Wilczek;31;29;4;55;415;47;9;0;2011;8;6;8
2017/18;Chelsea;G. Cimirot;5;6;17;67;152;24;0;1;110;9;2;7
2016/17;Manchester United;I. Bennacer;18;8;1;18;540;46;6;0;2396;13;8;13
2021/22;Barcelona;L. Marrone;6;3;19;84;556;18;4;2;1358;7;8;13
2017/18;Paris Saint-Germain;R. Halliche;14;0;11;44;209;45;2;0;1200;10;0;10
2019/20;Paris Saint-Germain;V. Vada;37;0;19;55;594;33;0;1;2400;11;0;6
2016/17;Chelsea;Y. Bissouma;22;10;1;35;847;29;1;0;3515;9;9;7
2020/21;Paris Saint-Germain;R. Salinas;26;13;14;11;507;30;9;1;3383;4;2;14
2019/20;Liverpool;R. Doan;10;21;5;94;680;25;7;1;1112;7;8;2
2016/17;Juventus;F. Pardo;39;24;2;39;988;37;3;1;1032;1;2;14
2020/21;Barcelona;J. Duque;1;5;18;91;546;8;8;0;688;9;7;9
2019/20;Juventus;D. Jensen;4;4;15;47;128;47;2;0;826;2;1;7
2021/22;Chelsea;Omar Ramos;21;4;5;98;355;32;8;0;2728;2;4;3
2017/18;Bayern Munich;D. Randolph;31;4;1;24;232;27;1;2;2040;14;5;14
2020/21;Manchester United;S. Sensi;11;10;12;56;187;45;2;0;899;5;2;1
2017/18;Manchester United;A. Ricaurte;16;15;16;37;849;35;4;0;986;4;5;13
2020/21;Chelsea;M. Aguirregaray;21;1;3;92;964;8;9;2;1051;10;3;1
2017/18;Juventus;João Carvalho;32;29;8;24;991;23;8;1;1720;8;1;13
2018/19;Paris Saint-Germain;A. Zeneli;14;21;10;16;552;27;7;1;1401;4;5;12
2022/23;Manchester United;D. Dainelli;17;20;9;83;297;39;1;1;1536;3;8;10
2018/19;Juventus;K. Hansen;5;21;18;22;978;48;3;2;2201;5;2;0
2018/19;Paris Saint-Germain;R. Bennett;36;22;6;40;485;33;1;2;291;4;1;6
2022/23;Juventus;Lee Chung Yong;20;23;16;74;840;28;5;1;563;7;1;4
2019/20;Chelsea;V. Verre;24;8;3;22;609;25;3;1;3190;14;8;11
2017/18;Juventus;Kwoun Sun Tae;3;4;4;85;508;49;2;0;1490;7;7;13
2022/23;Manchester United;Mauro Cildinho;26;17;8;72;174;12;7;1;464;1;2;9
2020/21;Chelsea;Edinho;3;22;5;27;317;26;8;0;1150;2;6;10
2019/20;Paris Saint-Germain;L. Pisculichi;32;22;7;19;662;18;2;1;2786;3;9;13
2021/22;Liverpool;Y. Benalouane;5;10;12;69;878;42;5;2;365;7;5;7
2021/22;Paris Saint-Germain;A. Ragusa;39;8;5;64;556;35;9;1;2300;1;2;14
2022/23;Liverpool;F. Lemoine;34;16;2;82;808;5;1;1;3107;13;2;4
2022/23;Liverpool;C. Roldan;12;1;17;12;393;5;7;0;548;14;7;1
2016/17;Paris Saint-Germain;D. Ndong;9;19;6;19;741;48;2;2;3299;12;0;8
2016/17;Real Madrid;V. Coufal;10;5;15;76;955;39;4;1;2773;11;3;6
2019/20;Real Madrid;M. Orši?;30;4;9;42;485;49;1;1;1660;7;9;9
2016/17;Liverpool;Édundo Oliveira;5;14;19;26;400;49;5;1;2987;4;8;7
2019/20;Paris Saint-Germain;B. Bannan;4;5;15;16;830;47;5;2;216;12;1;6
2018/19;Barcelona;R. Koch;38;10;14;50;841;15;9;1;1557;10;3;10
2017/18;Manchester United;N. Pasquini;26;18;12;45;647;31;3;1;2242;12;9;14
2021/22;Bayern Munich;A. Rosina;15;17;8;10;967;30;0;2;2830;5;1;8
2017/18;Liverpool;T. Parker;4;20;16;64;440;28;1;1;1511;7;1;11
2019/20;Liverpool;Marcos Guilherme;37;18;3;97;270;12;1;0;578;2;2;0
2020/21;Manchester United;D. Luckassen;28;27;7;34;600;17;5;2;2813;11;1;2
2019/20;Manchester United;S. Hutchinson;31;1;7;72;675;6;8;2;1981;11;8;2
2022/23;Paris Saint-Germain;Bruno Lamas;19;23;7;96;595;41;0;2;1524;8;2;14
2018/19;Liverpool;A. B?lut?;38;10;13;87;910;42;6;1;2276;12;0;5
2016/17;Real Madrid;De las Cuevas;22;1;13;65;907;7;1;0;3407;7;7;5
2021/22;Bayern Munich;Léo Bonatini;13;28;5;34;788;22;0;2;751;0;2;14
2017/18;Chelsea;D. Kolá?;34;4;3;84;727;9;5;0;2741;4;5;8
2017/18;Liverpool;T. Aoyama;27;26;4;53;706;31;9;0;345;11;8;5
2022/23;Chelsea;S. Montoya;11;9;6;63;830;48;4;0;3006;3;8;12
2022/23;Manchester United;V. Aguilera;5;18;16;45;374;39;7;2;1044;8;7;4
2022/23;Manchester United;H. Yamaguchi;30;14;17;15;481;44;7;1;599;3;2;0
2021/22;Paris Saint-Germain;I. Mboyo;30;19;6;65;101;45;8;1;2179;0;3;10
2017/18;Liverpool;Bruno Tabata;4;6;16;81;687;47;6;0;3163;7;2;12
2022/23;Real Madrid;B. Bariši?;32;16;6;93;388;30;8;0;1601;5;5;0
2022/23;Liverpool;Wilson Manafá;9;9;7;11;203;6;1;2;3213;2;5;4
2018/19;Chelsea;C. Nørgaard;39;8;10;14;929;29;1;0;3485;10;5;8
2018/19;Chelsea;G. Friend;2;16;7;55;172;10;9;1;2716;7;7;7
2018/19;Chelsea;D. Khocholava;9;21;13;54;737;44;2;1;2541;9;7;0
2019/20;Chelsea;B. Srarfi;36;20;16;14;605;48;8;0;1467;0;3;10
2018/19;Barcelona;Romarinho;37;26;1;84;987;47;5;1;3183;12;3;10
2016/17;Barcelona;Mateus;3;22;10;71;195;18;0;2;2236;4;8;10
2018/19;Liverpool;W. Hoolahan;33;27;6;95;829;8;5;2;1788;7;6;4
2021/22;Real Madrid;R. Azeez;7;2;19;40;505;26;6;2;1499;9;8;6
2019/20;Bayern Munich;M. Frey;22;8;8;90;357;37;0;2;3240;2;7;12
2016/17;Real Madrid;J. Akpa Akpro;17;14;8;34;956;16;9;2;3444;1;6;2
2019/20;Liverpool;Isaac Cuenca;1;26;16;80;851;21;7;0;359;11;3;7
2019/20;Bayern Munich;Fábio Pacheco;32;24;5;52;277;22;1;0;2142;9;0;6
2017/18;Paris Saint-Germain;Lucas Piazon;26;17;15;28;112;49;2;0;3041;1;3;3
2020/21;Liverpool;Timo Triano;22;25;19;38;254;33;0;2;2476;7;0;0
2019/20;Liverpool;A. Scholz;12;29;6;19;815;26;4;1;1711;9;8;13
2019/20;Manchester United;Y. Chibsah;30;8;18;15;368;38;7;0;1427;6;9;12
2020/21;Liverpool;M. Duffy;17;0;0;60;820;14;0;0;2973;2;7;12
2019/20;Liverpool;G. McAuley;24;28;10;13;797;49;4;0;2438;0;7;9
2019/20;Chelsea;N. Al Abed;15;26;13;55;503;22;6;2;1914;1;6;3
2019/20;Bayern Munich;Alessinito;20;13;12;36;811;12;9;1;854;10;9;11
2017/18;Chelsea;D. Verde;9;28;1;76;658;29;1;0;2907;2;4;2
2017/18;Chelsea;P. Lasogga;36;15;6;52;713;31;5;1;1389;2;6;2
2018/19;Juventus;M. Pack;26;12;12;99;613;9;4;0;107;6;3;3
2022/23;Liverpool;Z. Ferhat;25;22;17;93;173;9;6;1;2881;9;0;13
2018/19;Paris Saint-Germain;C. Marshall;19;24;3;56;160;44;7;0;2829;11;0;14
2022/23;Juventus;J. Bahebeck;31;20;4;64;367;30;2;0;1744;4;7;10
2021/22;Barcelona;R. Espinoza;35;0;8;93;288;23;9;0;2212;13;7;11
2020/21;Paris Saint-Germain;N. González;11;23;0;48;915;28;3;1;3018;11;6;6
2016/17;Real Madrid;Nuno Santos;33;19;17;20;183;6;2;2;1327;3;5;0
2017/18;Juventus;K. Kusk;25;22;19;76;729;34;4;2;298;9;1;1
2020/21;Barcelona;E. Lamanna;32;9;11;50;119;33;9;2;2718;12;7;9
2021/22;Manchester United;G. Sunu;32;15;17;55;377;34;2;2;3085;13;5;14
2020/21;Chelsea;E. Berggreen;22;8;12;52;542;12;7;2;1079;6;1;3
2018/19;Bayern Munich;G. Núñez;24;6;14;51;934;26;8;2;357;6;3;13
2018/19;Liverpool;L. Aued;25;19;13;47;624;45;6;0;1889;8;9;5
2021/22;Chelsea;Hao Junmin;2;8;19;25;108;23;4;1;3297;11;2;3
2022/23;Juventus;V. G?man;8;19;19;28;205;21;7;1;2514;8;0;9
2017/18;Barcelona;Pulido;27;16;12;97;992;24;3;0;3584;8;3;14
2022/23;Barcelona;A. Mobara;16;18;14;91;447;12;8;0;2793;12;7;8
2018/19;Juventus;J. Ledley;30;16;5;38;841;5;6;0;2801;1;7;3
2020/21;Liverpool;A. Çal?k;36;11;4;48;686;41;4;0;1686;4;9;2
