Categoria de Producto Visaulizado;Ciudad;Compra_Completada;Descuento_Aplicado;Tipo_de_Dispositivo;Sistema_Operativo_Dispositivo;País;Miembro_Lealtad;Método_de_Pago;ID_Usuario;Género;Fuente_Referencia;Duración de la sesión en minutos;Edad;Estimado Días de Entrega;Hora_Compra;Porcentaje_Descuento;Productos_Visualizados;Rango_Precio_Producto;Reseñas enviadas por el usuario.;Cantidad_Gastada
Hogar y Jardín;Marsella;No;No;Tableta;Windows;France;No;Tarjeta de Regalo;U1005;Masculino;Redes Sociales;13;18;22;11;27;2;49419;5;0
Hogar y Jardín;Marsella;No;Sí;Escritorio;Linux;France;Sí;Tarjeta de Regalo;U1159;Otro;Correo Electrónico;101;35;19;13;0;13;43063;3;0
Hogar y Jardín;Marsella;No;Sí;Escritorio;MacOS;France;No;PayPal;U1346;Masculino;Google;129;40;9;5;6;30;32874;4;0
Hogar y Jardín;Marsella;No;Sí;Móvil;iOS;France;Sí;Tarjeta de Regalo;U1276;Otro;Correo Electrónico;30;24;4;0;0;7;20146;6;0
Hogar y Jardín;Marsella;No;Sí;Móvil;Windows;France;No;Tarjeta de Regalo;U0902;Femenino;Redes Sociales;125;19;15;21;48;27;45468;9;26089
Hogar y Jardín;Marsella;No;Sí;Tableta;MacOS;France;No;Tarjeta de Regalo;U0938;Femenino;Correo Electrónico;30;35;22;16;27;34;39822;9;79978
Hogar y Jardín;Marsella;Sí;No;Escritorio;Android;France;No;Criptomoneda;U0052;Masculino;Correo Electrónico;112;64;24;4;48;30;2243;2;0
Hogar y Jardín;Marsella;Sí;No;Escritorio;MacOS;France;No;Tarjeta de Regalo;U0428;Otro;Directo;29;23;2;15;0;41;18065;9;0
Hogar y Jardín;Marsella;Sí;No;Móvil;Android;France;No;Criptomoneda;U0065;Masculino;Correo Electrónico;125;59;30;20;25;28;20841;2;0
Hogar y Jardín;Marsella;Sí;No;Tableta;Android;France;No;Tarjeta de Regalo;U0857;Otro;Correo Electrónico;135;46;12;7;0;39;3328;6;8544
Hogar y Jardín;Marsella;Sí;No;Tableta;Android;France;Sí;Criptomoneda;U0373;Masculino;Redes Sociales;54;64;19;22;17;48;1704;0;52642
Hogar y Jardín;Marsella;Sí;No;Tableta;Linux;France;No;Criptomoneda;U0318;Otro;Directo;57;50;3;22;45;40;2452;3;9383
Hogar y Jardín;Marsella;Sí;Sí;Móvil;Linux;France;Sí;Criptomoneda;U0028;Masculino;Correo Electrónico;106;61;12;8;0;28;20796;0;776
Hogar y Jardín;Monterrey;No;No;Escritorio;Linux;Mexico;No;Criptomoneda;U0311;Masculino;Correo Electrónico;179;38;14;3;0;7;48548;1;0
Hogar y Jardín;Monterrey;No;No;Móvil;iOS;Mexico;Sí;PayPal;U0923;Femenino;Otro;146;34;2;14;0;38;44758;3;0
Hogar y Jardín;Monterrey;No;No;Móvil;Linux;Mexico;Sí;Tarjeta de Regalo;U0616;Femenino;Correo Electrónico;86;26;6;20;0;21;12235;3;0
Hogar y Jardín;Monterrey;No;No;Tableta;Android;Mexico;No;Tarjeta de Regalo;U0204;Otro;Google;75;19;12;21;14;38;6887;10;0
Hogar y Jardín;Monterrey;No;No;Tableta;Linux;Mexico;Sí;PayPal;U0960;Femenino;Correo Electrónico;146;38;2;20;0;5;17147;0;0
Hogar y Jardín;Monterrey;No;No;Tableta;MacOS;Mexico;No;PayPal;U0502;Otro;Redes Sociales;53;33;15;7;2;31;49872;0;0
Hogar y Jardín;Monterrey;No;No;Tableta;Windows;Mexico;Sí;Tarjeta de Crédito;U0674;Otro;Correo Electrónico;173;49;26;5;1;17;25442;0;0
Hogar y Jardín;Monterrey;No;Sí;Escritorio;iOS;Mexico;No;Criptomoneda;U0537;Otro;Google;158;43;13;13;20;42;49188;1;37147
Hogar y Jardín;Monterrey;No;Sí;Escritorio;iOS;Mexico;No;Tarjeta de Crédito;U0682;Femenino;Otro;15;53;20;1;0;35;44916;8;79519
Hogar y Jardín;Monterrey;No;Sí;Móvil;Linux;Mexico;No;PayPal;U0351;Femenino;Correo Electrónico;164;58;3;0;9;21;13173;6;6787
Hogar y Jardín;Monterrey;Sí;No;Escritorio;Windows;Mexico;Sí;Tarjeta de Crédito;U0327;Femenino;Correo Electrónico;103;62;19;17;0;13;21081;2;33074
Hogar y Jardín;Monterrey;Sí;No;Móvil;Android;Mexico;No;PayPal;U0605;Femenino;Directo;18;31;11;8;0;41;37664;0;44586
Hogar y Jardín;Monterrey;Sí;No;Móvil;MacOS;Mexico;Sí;Tarjeta de Regalo;U0427;Femenino;Google;8;21;24;19;33;34;36566;4;43511
Hogar y Jardín;Monterrey;Sí;No;Tableta;Android;Mexico;No;Tarjeta de Crédito;U0282;Femenino;Google;40;20;2;2;0;16;29646;9;0
Hogar y Jardín;Monterrey;Sí;Sí;Móvil;Windows;Mexico;Sí;Tarjeta de Regalo;U0234;Femenino;Redes Sociales;16;33;18;4;0;26;11155;3;0
Hogar y Jardín;Montreal;No;No;Escritorio;Linux;Canada;Sí;Tarjeta de Regalo;U0683;Femenino;Otro;157;52;13;14;0;22;26152;2;20646
Hogar y Jardín;Montreal;No;No;Móvil;MacOS;Canada;Sí;Criptomoneda;U0704;Masculino;Correo Electrónico;175;41;8;21;0;28;2372;5;35446
Hogar y Jardín;Montreal;No;No;Tableta;Linux;Canada;No;Tarjeta de Crédito;U0025;Masculino;Google;151;50;21;23;40;8;6563;3;25313
Hogar y Jardín;Montreal;No;Sí;Móvil;MacOS;Canada;No;PayPal;U1434;Masculino;Correo Electrónico;117;19;13;17;31;27;45523;10;97154
Hogar y Jardín;Montreal;Sí;No;Escritorio;iOS;Canada;No;Criptomoneda;U0603;Otro;Otro;12;59;2;3;31;21;14224;4;37386
Hogar y Jardín;Montreal;Sí;No;Escritorio;Linux;Canada;No;PayPal;U1190;Otro;Correo Electrónico;170;53;1;12;42;42;22343;1;0
Hogar y Jardín;Montreal;Sí;No;Escritorio;Linux;Canada;Sí;Tarjeta de Regalo;U1444;Femenino;Redes Sociales;57;42;6;20;0;19;2950;2;83359
Hogar y Jardín;Montreal;Sí;Sí;Escritorio;MacOS;Canada;No;Criptomoneda;U1378;Otro;Redes Sociales;79;54;28;0;30;42;43726;10;70445
Hogar y Jardín;Múnich;No;No;Escritorio;Windows;Germany;No;Tarjeta de Regalo;U0035;Femenino;Otro;112;64;26;22;0;14;23313;6;0
Hogar y Jardín;Múnich;No;No;Móvil;MacOS;Germany;No;Tarjeta de Crédito;U0188;Masculino;Redes Sociales;73;23;25;2;5;50;10787;10;0
Hogar y Jardín;Múnich;No;No;Móvil;MacOS;Germany;Sí;PayPal;U1279;Otro;Otro;157;18;10;15;0;35;19713;3;0
Hogar y Jardín;Múnich;No;No;Móvil;Windows;Germany;No;Tarjeta de Crédito;U0297;Femenino;Correo Electrónico;66;42;15;13;42;26;27061;0;54764
Hogar y Jardín;Múnich;No;No;Tableta;Android;Germany;No;Criptomoneda;U1371;Masculino;Redes Sociales;87;38;20;22;0;47;26249;3;0
Hogar y Jardín;Múnich;No;Sí;Escritorio;Linux;Germany;No;PayPal;U0712;Otro;Directo;77;45;14;17;8;31;13219;1;0
Hogar y Jardín;Múnich;No;Sí;Tableta;Windows;Germany;No;Tarjeta de Crédito;U0050;Masculino;Otro;22;37;18;6;5;14;37814;3;0
Hogar y Jardín;Múnich;Sí;No;Móvil;Android;Germany;No;Tarjeta de Regalo;U0493;Masculino;Redes Sociales;154;51;21;6;0;22;4172;7;14383
Hogar y Jardín;Múnich;Sí;No;Tableta;MacOS;Germany;No;PayPal;U0292;Masculino;Redes Sociales;41;37;5;12;0;30;1467;7;86898
Hogar y Jardín;Múnich;Sí;No;Tableta;Windows;Germany;No;Tarjeta de Regalo;U1302;Otro;Directo;52;38;20;8;11;6;42989;6;3262
Hogar y Jardín;Múnich;Sí;Sí;Móvil;Linux;Germany;No;Tarjeta de Regalo;U1411;Masculino;Directo;170;28;15;13;0;22;30011;6;16459
Hogar y Jardín;Nueva York;No;No;Escritorio;Android;USA;No;Tarjeta de Crédito;U1129;Masculino;Redes Sociales;27;46;22;2;4;6;2779;1;42647
Hogar y Jardín;Nueva York;No;No;Escritorio;Windows;USA;No;PayPal;U0552;Otro;Directo;81;54;1;12;14;14;1632;5;99263
Hogar y Jardín;Nueva York;No;No;Escritorio;Windows;USA;Sí;PayPal;U1464;Masculino;Correo Electrónico;109;36;28;15;0;28;8941;7;4170
Hogar y Jardín;Nueva York;No;No;Móvil;Android;USA;No;Tarjeta de Crédito;U0871;Masculino;Correo Electrónico;112;29;16;2;0;5;2124;10;0
Hogar y Jardín;Nueva York;No;No;Móvil;iOS;USA;Sí;Tarjeta de Regalo;U1022;Femenino;Correo Electrónico;128;19;25;9;0;6;900;3;75503
Hogar y Jardín;Nueva York;No;No;Móvil;Linux;USA;Sí;Tarjeta de Regalo;U0262;Femenino;Google;40;47;10;0;0;10;10257;1;10487
Hogar y Jardín;Nueva York;No;Sí;Escritorio;Android;USA;No;Tarjeta de Crédito;U0110;Otro;Redes Sociales;76;22;14;3;0;48;13012;9;78961
Hogar y Jardín;Nueva York;No;Sí;Escritorio;Linux;USA;No;Tarjeta de Regalo;U0321;Otro;Redes Sociales;15;39;3;13;0;15;950;0;0
Hogar y Jardín;Nueva York;No;Sí;Escritorio;Windows;USA;Sí;PayPal;U0482;Masculino;Otro;52;65;24;9;41;47;45874;4;0
Hogar y Jardín;Nueva York;No;Sí;Móvil;Linux;USA;Sí;Tarjeta de Crédito;U1282;Femenino;Google;98;40;3;17;18;42;28987;8;23166
Hogar y Jardín;Nueva York;No;Sí;Móvil;Windows;USA;No;Tarjeta de Regalo;U1375;Femenino;Redes Sociales;157;55;8;18;0;13;14456;3;2194
Hogar y Jardín;Nueva York;No;Sí;Tableta;Linux;USA;Sí;PayPal;U0621;Femenino;Directo;101;24;1;3;6;49;46154;3;0
Hogar y Jardín;Nueva York;No;Sí;Tableta;Windows;USA;No;Tarjeta de Crédito;U0456;Masculino;Redes Sociales;151;57;14;22;0;49;33268;3;0
Hogar y Jardín;Nueva York;Sí;No;Móvil;Windows;USA;No;PayPal;U1236;Otro;Correo Electrónico;151;24;23;5;22;16;40252;8;0
Hogar y Jardín;Nueva York;Sí;No;Tableta;Android;USA;Sí;Criptomoneda;U0435;Femenino;Directo;109;33;5;2;0;15;6404;8;0
Hogar y Jardín;Nueva York;Sí;Sí;Escritorio;iOS;USA;No;Tarjeta de Crédito;U0563;Masculino;Google;4;40;24;23;23;43;32293;5;56699
Hogar y Jardín;París;No;No;Móvil;Linux;France;Sí;PayPal;U1242;Masculino;Otro;146;36;24;2;0;36;2340;5;0
Hogar y Jardín;París;No;No;Tableta;MacOS;France;Sí;Tarjeta de Crédito;U0271;Otro;Otro;130;65;8;0;0;13;29167;8;0
Hogar y Jardín;París;No;No;Tableta;Windows;France;No;Tarjeta de Crédito;U0968;Femenino;Google;74;48;20;15;35;31;4830;5;3824
Hogar y Jardín;París;Sí;No;Móvil;MacOS;France;No;Tarjeta de Crédito;U0565;Femenino;Otro;132;54;20;6;14;36;31262;3;5273
Hogar y Jardín;París;Sí;No;Móvil;Windows;France;No;Tarjeta de Regalo;U1490;Masculino;Otro;180;43;15;2;24;24;43742;4;0
Hogar y Jardín;París;Sí;No;Tableta;iOS;France;Sí;Criptomoneda;U1069;Femenino;Directo;179;42;6;16;11;31;18478;4;0
Hogar y Jardín;París;Sí;No;Tableta;iOS;France;Sí;Tarjeta de Crédito;U0152;Masculino;Redes Sociales;143;21;15;14;32;4;8564;10;0
Hogar y Jardín;Rio de Janeiro;No;No;Escritorio;Android;Brazil;Sí;Tarjeta de Crédito;U0290;Otro;Otro;107;55;21;12;0;5;519;0;1348
Hogar y Jardín;Rio de Janeiro;No;No;Escritorio;MacOS;Brazil;Sí;Criptomoneda;U0703;Masculino;Redes Sociales;84;29;14;2;0;27;13542;4;10147
Hogar y Jardín;Rio de Janeiro;No;No;Escritorio;MacOS;Brazil;Sí;Tarjeta de Regalo;U0840;Femenino;Redes Sociales;158;65;12;13;0;17;25733;10;0
Hogar y Jardín;Rio de Janeiro;No;No;Escritorio;Windows;Brazil;Sí;Criptomoneda;U0717;Femenino;Directo;71;34;10;20;31;38;2186;1;0
Hogar y Jardín;Rio de Janeiro;No;No;Escritorio;Windows;Brazil;Sí;PayPal;U1132;Masculino;Google;36;29;10;8;0;18;29672;1;0
Hogar y Jardín;Rio de Janeiro;No;No;Móvil;Android;Brazil;Sí;PayPal;U0081;Masculino;Redes Sociales;25;57;22;12;5;46;38637;9;4303
Hogar y Jardín;Rio de Janeiro;No;No;Tableta;Windows;Brazil;No;Criptomoneda;U0269;Otro;Otro;49;19;22;6;0;33;18974;2;0
Hogar y Jardín;Rio de Janeiro;No;No;Tableta;Windows;Brazil;No;Tarjeta de Crédito;U0980;Femenino;Redes Sociales;164;37;19;1;32;27;30672;10;0
Hogar y Jardín;Rio de Janeiro;No;Sí;Tableta;Linux;Brazil;Sí;PayPal;U0216;Masculino;Redes Sociales;68;36;2;20;7;21;15512;0;95367
Hogar y Jardín;Rio de Janeiro;No;Sí;Tableta;MacOS;Brazil;Sí;Tarjeta de Crédito;U0386;Masculino;Directo;31;65;26;2;0;39;22254;8;77064
Hogar y Jardín;Rio de Janeiro;No;Sí;Tableta;Windows;Brazil;Sí;PayPal;U1320;Masculino;Google;17;18;6;1;0;45;38883;5;0
Hogar y Jardín;Rio de Janeiro;Sí;No;Escritorio;Windows;Brazil;No;Tarjeta de Regalo;U1077;Masculino;Directo;179;55;1;14;0;10;15273;6;0
Hogar y Jardín;Rio de Janeiro;Sí;No;Móvil;Android;Brazil;Sí;Tarjeta de Crédito;U1274;Masculino;Google;99;45;30;18;48;12;8238;3;9333
Hogar y Jardín;Rio de Janeiro;Sí;No;Tableta;MacOS;Brazil;No;Tarjeta de Regalo;U1176;Otro;Redes Sociales;130;26;22;23;0;1;3947;2;56557
Hogar y Jardín;Rio de Janeiro;Sí;Sí;Escritorio;Android;Brazil;No;Tarjeta de Regalo;U0199;Masculino;Google;82;49;8;14;0;7;48924;1;97838
Hogar y Jardín;Rio de Janeiro;Sí;Sí;Escritorio;iOS;Brazil;Sí;PayPal;U0089;Masculino;Redes Sociales;85;42;15;17;25;19;4615;7;49732
Hogar y Jardín;Rio de Janeiro;Sí;Sí;Tableta;MacOS;Brazil;Sí;Tarjeta de Crédito;U0174;Masculino;Correo Electrónico;30;61;17;13;11;8;16375;9;0
Hogar y Jardín;Sao Paulo;No;No;Escritorio;Linux;Brazil;Sí;Tarjeta de Crédito;U0135;Femenino;Otro;36;31;4;11;43;14;22398;1;33395
Hogar y Jardín;Sao Paulo;No;No;Escritorio;MacOS;Brazil;No;Tarjeta de Regalo;U0092;Otro;Redes Sociales;135;46;2;18;0;46;25346;0;17471
Hogar y Jardín;Sao Paulo;No;No;Móvil;Windows;Brazil;No;Criptomoneda;U0068;Otro;Otro;47;35;24;21;0;40;35701;4;9159
Hogar y Jardín;Sao Paulo;No;No;Tableta;Android;Brazil;No;Tarjeta de Crédito;U1200;Otro;Redes Sociales;166;43;2;9;0;33;31076;7;0
Hogar y Jardín;Sao Paulo;No;No;Tableta;iOS;Brazil;No;Criptomoneda;U1334;Femenino;Directo;147;47;1;6;9;44;10355;2;0
Hogar y Jardín;Sao Paulo;No;No;Tableta;MacOS;Brazil;No;Tarjeta de Crédito;U1093;Femenino;Otro;1;20;26;20;3;48;18558;9;0
Hogar y Jardín;Sao Paulo;No;Sí;Escritorio;Android;Brazil;Sí;Tarjeta de Regalo;U0012;Femenino;Directo;167;41;14;7;33;36;44134;10;32302
Hogar y Jardín;Sao Paulo;No;Sí;Escritorio;iOS;Brazil;No;Tarjeta de Crédito;U0455;Masculino;Redes Sociales;26;42;16;2;0;26;20742;3;0
Hogar y Jardín;Sao Paulo;No;Sí;Escritorio;iOS;Brazil;No;Tarjeta de Regalo;U0420;Masculino;Correo Electrónico;58;54;18;17;0;36;1462;2;0
Hogar y Jardín;Sao Paulo;No;Sí;Escritorio;MacOS;Brazil;Sí;Tarjeta de Crédito;U0526;Femenino;Correo Electrónico;153;30;6;17;0;19;8283;8;0
Hogar y Jardín;Sao Paulo;No;Sí;Móvil;iOS;Brazil;No;Tarjeta de Regalo;U1449;Otro;Correo Electrónico;137;61;14;23;2;7;25925;9;42678
Hogar y Jardín;Sao Paulo;No;Sí;Móvil;Windows;Brazil;No;Criptomoneda;U1377;Masculino;Correo Electrónico;35;34;17;23;3;5;897;3;0
Hogar y Jardín;Sao Paulo;No;Sí;Móvil;Windows;Brazil;Sí;Tarjeta de Regalo;U0895;Otro;Correo Electrónico;3;39;25;14;0;7;11807;8;0
Hogar y Jardín;Sao Paulo;Sí;No;Escritorio;Android;Brazil;No;Tarjeta de Regalo;U0507;Masculino;Directo;125;49;17;21;0;15;4525;3;9117
Hogar y Jardín;Sao Paulo;Sí;No;Tableta;iOS;Brazil;Sí;PayPal;U0666;Masculino;Redes Sociales;95;30;16;19;0;12;19881;4;70651
Hogar y Jardín;Sao Paulo;Sí;No;Tableta;Windows;Brazil;Sí;Tarjeta de Regalo;U0604;Femenino;Redes Sociales;36;56;9;12;27;35;49836;7;18845
Hogar y Jardín;Sao Paulo;Sí;Sí;Escritorio;MacOS;Brazil;No;Tarjeta de Crédito;U1179;Masculino;Correo Electrónico;167;57;26;7;0;4;37239;1;0
Hogar y Jardín;Sao Paulo;Sí;Sí;Móvil;Android;Brazil;No;PayPal;U0503;Femenino;Otro;88;41;8;18;0;44;14413;1;0
Hogar y Jardín;Sao Paulo;Sí;Sí;Móvil;MacOS;Brazil;Sí;Tarjeta de Crédito;U1486;Masculino;Redes Sociales;155;33;27;0;1;46;44308;4;0
Hogar y Jardín;Sao Paulo;Sí;Sí;Móvil;Windows;Brazil;No;Tarjeta de Crédito;U0379;Masculino;Correo Electrónico;116;19;24;2;0;28;2511;10;43826
Hogar y Jardín;Sao Paulo;Sí;Sí;Móvil;Windows;Brazil;Sí;Tarjeta de Crédito;U1329;Otro;Redes Sociales;46;29;13;16;32;14;15809;9;0
Hogar y Jardín;Sao Paulo;Sí;Sí;Tableta;iOS;Brazil;No;Criptomoneda;U1203;Femenino;Directo;18;42;12;1;35;15;41512;2;0
Hogar y Jardín;Sao Paulo;Sí;Sí;Tableta;Windows;Brazil;No;Tarjeta de Crédito;U1466;Femenino;Otro;18;48;4;21;0;43;32979;8;0
Hogar y Jardín;Toronto;No;No;Móvil;Android;Canada;Sí;Criptomoneda;U1325;Femenino;Google;71;59;23;18;7;25;13055;10;0
Hogar y Jardín;Toronto;No;No;Móvil;Windows;Canada;No;Criptomoneda;U0425;Femenino;Directo;84;22;23;7;0;43;25538;2;68051
Hogar y Jardín;Toronto;No;Sí;Escritorio;Linux;Canada;No;Criptomoneda;U1225;Femenino;Correo Electrónico;106;43;11;17;0;22;34963;4;0
Hogar y Jardín;Toronto;No;Sí;Móvil;Linux;Canada;Sí;Criptomoneda;U1198;Masculino;Google;162;26;25;3;12;49;3868;6;0
Hogar y Jardín;Toronto;Sí;No;Escritorio;Windows;Canada;No;Tarjeta de Crédito;U0238;Otro;Redes Sociales;107;33;8;2;3;34;17939;7;0
Hogar y Jardín;Toronto;Sí;No;Móvil;iOS;Canada;Sí;Tarjeta de Regalo;U0286;Otro;Google;42;41;10;21;42;34;49361;1;0
Hogar y Jardín;Toronto;Sí;Sí;Escritorio;iOS;Canada;No;Tarjeta de Regalo;U0023;Otro;Directo;4;19;4;19;29;16;28809;5;0
Hogar y Jardín;Toronto;Sí;Sí;Móvil;iOS;Canada;Sí;PayPal;U1140;Masculino;Google;160;60;14;0;0;24;35286;4;0
Hogar y Jardín;Toronto;Sí;Sí;Móvil;Linux;Canada;No;PayPal;U0645;Otro;Otro;166;23;7;19;7;39;8615;4;77828
Hogar y Jardín;Toronto;Sí;Sí;Móvil;Linux;Canada;No;Tarjeta de Regalo;U0865;Femenino;Google;109;39;9;15;0;33;16089;10;52605
Hogar y Jardín;Toronto;Sí;Sí;Tableta;Windows;Canada;No;Tarjeta de Crédito;U1336;Femenino;Redes Sociales;10;51;5;7;0;44;367;6;97952
Hogar y Jardín;Vancouver;No;No;Escritorio;iOS;Canada;No;PayPal;U0858;Masculino;Correo Electrónico;50;49;29;2;17;39;44742;1;0
Hogar y Jardín;Vancouver;No;No;Escritorio;MacOS;Canada;Sí;Tarjeta de Regalo;U0354;Femenino;Directo;38;46;6;18;19;45;27052;0;0
Hogar y Jardín;Vancouver;No;No;Tableta;Android;Canada;No;Tarjeta de Crédito;U0692;Femenino;Google;6;18;25;4;26;45;1707;2;71755
Hogar y Jardín;Vancouver;No;No;Tableta;iOS;Canada;No;Criptomoneda;U0797;Femenino;Directo;82;34;27;5;48;2;22356;0;0
Hogar y Jardín;Vancouver;No;No;Tableta;Linux;Canada;No;Tarjeta de Regalo;U0971;Masculino;Otro;8;20;10;13;0;29;17002;2;33807
Hogar y Jardín;Vancouver;No;Sí;Escritorio;Android;Canada;No;Criptomoneda;U1017;Otro;Directo;59;27;22;19;7;12;33336;10;0
Hogar y Jardín;Vancouver;No;Sí;Escritorio;Android;Canada;No;PayPal;U1049;Masculino;Redes Sociales;6;57;24;19;21;21;1599;3;0
Hogar y Jardín;Vancouver;Sí;No;Escritorio;Windows;Canada;Sí;Tarjeta de Crédito;U0611;Otro;Redes Sociales;90;60;14;11;0;45;38221;5;0
Hogar y Jardín;Vancouver;Sí;No;Móvil;iOS;Canada;Sí;Tarjeta de Crédito;U0544;Otro;Redes Sociales;106;62;5;12;0;38;22776;10;0
Hogar y Jardín;Vancouver;Sí;No;Móvil;Windows;Canada;Sí;Criptomoneda;U0445;Femenino;Redes Sociales;141;43;4;20;0;32;353;7;61443
Hogar y Jardín;Vancouver;Sí;Sí;Escritorio;Windows;Canada;No;Tarjeta de Regalo;U0979;Otro;Google;141;19;10;8;0;11;12873;1;53345
Hogar y Jardín;Vancouver;Sí;Sí;Escritorio;Windows;Canada;Sí;Tarjeta de Regalo;U0697;Masculino;Redes Sociales;93;29;4;21;0;39;32787;10;13504
Hogar y Jardín;Vancouver;Sí;Sí;Móvil;iOS;Canada;Sí;Tarjeta de Regalo;U0780;Otro;Correo Electrónico;63;18;19;16;47;6;32862;0;45248
Hogar y Jardín;Vancouver;Sí;Sí;Tableta;MacOS;Canada;No;PayPal;U0107;Masculino;Directo;175;52;28;0;48;27;6074;10;0
Hogar y Jardín;Vancouver;Sí;Sí;Tableta;MacOS;Canada;Sí;Tarjeta de Regalo;U0997;Femenino;Correo Electrónico;157;43;3;7;0;28;48816;3;33565
Electrónica;Berlín;No;No;Escritorio;MacOS;Germany;No;Criptomoneda;U0679;Femenino;Directo;74;38;8;20;34;15;1774;9;0
Electrónica;Berlín;No;No;Escritorio;MacOS;Germany;No;Tarjeta de Crédito;U0244;Otro;Otro;4;43;13;0;14;40;4723;5;13091
Electrónica;Berlín;No;No;Móvil;iOS;Germany;No;PayPal;U0531;Otro;Google;14;52;30;9;0;4;22302;2;0
Electrónica;Berlín;No;No;Móvil;iOS;Germany;No;Tarjeta de Regalo;U0867;Otro;Directo;31;23;1;9;39;16;23689;10;35714
Electrónica;Berlín;No;No;Tableta;iOS;Germany;No;PayPal;U1379;Masculino;Correo Electrónico;67;42;7;15;50;44;35393;5;18675
Electrónica;Berlín;No;Sí;Escritorio;Linux;Germany;No;PayPal;U1146;Masculino;Google;78;57;25;11;39;1;1709;2;0
Electrónica;Berlín;No;Sí;Móvil;Linux;Germany;No;Tarjeta de Regalo;U0956;Femenino;Google;69;23;10;5;0;7;48033;8;65635
Electrónica;Berlín;No;Sí;Móvil;MacOS;Germany;No;Criptomoneda;U0434;Femenino;Google;108;57;10;5;47;50;469;7;0
Electrónica;Berlín;No;Sí;Tableta;Linux;Germany;Sí;PayPal;U0265;Masculino;Google;75;24;7;8;31;11;22965;10;88831
Electrónica;Berlín;Sí;No;Móvil;Windows;Germany;Sí;Tarjeta de Crédito;U0440;Masculino;Directo;19;34;24;23;26;5;39558;5;0
Electrónica;Berlín;Sí;Sí;Escritorio;iOS;Germany;No;PayPal;U0807;Masculino;Redes Sociales;37;56;22;7;0;10;40255;2;65796
Electrónica;Berlín;Sí;Sí;Escritorio;MacOS;Germany;No;Tarjeta de Regalo;U0848;Femenino;Redes Sociales;91;25;23;13;0;22;1938;2;3428
Electrónica;Berlín;Sí;Sí;Móvil;Linux;Germany;No;Tarjeta de Regalo;U0788;Otro;Otro;14;43;8;11;0;22;5681;4;0
Electrónica;Berlín;Sí;Sí;Tableta;Android;Germany;No;Tarjeta de Regalo;U0498;Femenino;Otro;51;18;12;7;34;49;6319;4;0
Electrónica;Berlín;Sí;Sí;Tableta;Linux;Germany;Sí;Criptomoneda;U1019;Masculino;Google;111;40;24;9;21;21;14383;9;0
Electrónica;Brasilia;No;No;Escritorio;iOS;Brazil;No;Tarjeta de Crédito;U0629;Masculino;Redes Sociales;167;22;23;23;0;42;7416;5;0
Electrónica;Brasilia;No;No;Escritorio;Linux;Brazil;No;Tarjeta de Crédito;U0198;Masculino;Correo Electrónico;50;49;20;22;0;23;8455;8;0
Electrónica;Brasilia;No;Sí;Móvil;iOS;Brazil;Sí;Tarjeta de Crédito;U0705;Masculino;Google;132;45;30;14;18;18;6591;3;0
Electrónica;Brasilia;No;Sí;Móvil;iOS;Brazil;Sí;Tarjeta de Regalo;U1369;Femenino;Google;97;23;14;17;0;31;13007;8;3696
Electrónica;Brasilia;No;Sí;Tableta;MacOS;Brazil;Sí;Criptomoneda;U0353;Otro;Redes Sociales;18;41;22;10;0;45;6256;8;9938
Electrónica;Brasilia;Sí;No;Escritorio;Linux;Brazil;No;PayPal;U0745;Otro;Otro;141;43;2;15;0;24;22256;7;47401
Electrónica;Brasilia;Sí;No;Móvil;Android;Brazil;No;PayPal;U0350;Masculino;Google;173;52;5;6;0;29;28093;4;39729
Electrónica;Brasilia;Sí;No;Móvil;Windows;Brazil;Sí;Tarjeta de Crédito;U0568;Masculino;Google;1;40;23;15;0;13;18197;1;0
Electrónica;Brasilia;Sí;No;Tableta;Android;Brazil;No;Tarjeta de Regalo;U0662;Femenino;Google;25;58;28;14;0;5;44645;3;34239
Electrónica;Brasilia;Sí;No;Tableta;MacOS;Brazil;No;Tarjeta de Crédito;U0811;Femenino;Redes Sociales;127;51;24;3;0;19;39905;8;41745
Electrónica;Brasilia;Sí;Sí;Tableta;Android;Brazil;No;Tarjeta de Crédito;U1492;Femenino;Correo Electrónico;154;39;27;15;0;27;25897;3;0
Electrónica;Brasilia;Sí;Sí;Tableta;Linux;Brazil;No;PayPal;U0193;Otro;Correo Electrónico;79;50;5;20;0;50;42202;4;14797
Electrónica;Chicago;No;No;Escritorio;Linux;USA;Sí;Tarjeta de Crédito;U1070;Masculino;Correo Electrónico;90;35;18;22;0;50;3087;1;0
Electrónica;Chicago;No;No;Móvil;Linux;USA;No;Tarjeta de Crédito;U0235;Masculino;Directo;46;50;30;4;0;25;4315;9;0
Electrónica;Chicago;No;No;Móvil;Windows;USA;No;Tarjeta de Regalo;U0270;Masculino;Otro;144;18;8;7;0;47;24916;0;0
Electrónica;Chicago;No;No;Tableta;Windows;USA;Sí;Criptomoneda;U0489;Masculino;Redes Sociales;61;40;15;1;0;44;33919;3;0
Electrónica;Chicago;No;Sí;Escritorio;MacOS;USA;No;Criptomoneda;U0136;Masculino;Redes Sociales;28;20;25;21;0;14;278;6;0
Electrónica;Chicago;No;Sí;Escritorio;MacOS;USA;Sí;Criptomoneda;U0194;Masculino;Directo;148;59;23;18;34;30;36257;2;0
Electrónica;Chicago;No;Sí;Escritorio;MacOS;USA;Sí;Tarjeta de Crédito;U1109;Masculino;Redes Sociales;3;44;11;8;0;23;13127;9;9159
